critic_name,top_critic,publisher_name,total_reviews,agreement_rate,big_movie_agreement_rate,fresh_rate,tier
David Bax,False,Battleship Pretension,202,0.7574257425742574,,0.7128712871287128,Reliable
David Berry,False,National Post,134,0.7910447761194029,,0.39552238805970147,Reliable
David Bezanson,False,Filmcritic.com,57,0.9473684210526315,,0.7894736842105263,Bellwether
David Bianculli,True,,56,0.7963,,0.8214,established
David Blaustein,False,ABC News Radio,173,0.7283236994219653,,0.6763005780346821,Average
David Brake,False,One Room With A View,64,0.828125,,0.609375,Reliable
David Browne,False,Rolling Stone,10,0.9,,0.8,newcomer
David Chen,True,,34,0.8529,0.85,0.7059,established
David Chute,False,L.A. Weekly,66,0.7272727272727273,,0.5757575757575758,Average
David Cornelius,False,DVDTalk.com,169,0.6686390532544378,,0.4911242603550296,Average
David Crow,False,Den of Geek,231,0.7835497835497836,,0.6493506493506493,Reliable
David Cuevas,False,In Review Online,39,0.7353,,0.6923,established
David D'Arcy,False,Screen International,170,0.7705882352941177,,0.7470588235294118,Reliable
David Denby,True,New Yorker,575,0.7147826086956521,,0.6313043478260869,Average
David DeWitt,True,New York Times,39,0.717948717948718,,0.5897435897435898,Average
David Edelstein,True,Slate,464,0.728448275862069,,0.6163793103448276,Average
David Edwards,False,Daily Mirror (UK),1161,0.6985357450473729,,0.5813953488372093,Average
David Ehrenstein,False,New Times,30,0.6666666666666666,,0.8333333333333334,Average
David Ehrlich,False,Boxoffice Magazine,32,0.625,,0.5,Mild Contrarian
David Elliott,True,,100,0.6837,,0.57,veteran
David Fear,True,Time Out,678,0.6268436578171092,,0.38495575221238937,Mild Contrarian
David Fontana,False,Film Inquiry,132,0.8863636363636364,,0.6287878787878788,Bellwether
David Forsmark,False,Flint Journal,37,0.5945945945945946,,0.5675675675675675,Mild Contrarian
David Foucher,False,EDGE Boston,321,0.6386292834890965,,0.6137071651090342,Mild Contrarian
David Frese,False,Kansas City Star,108,0.7592592592592593,,0.5,Reliable
David Gelmini,False,Dread Central,30,0.76,,1.0,established
David Germain,True,Associated Press,385,0.7662337662337663,,0.44675324675324674,Reliable
David Gritten,True,Daily Telegraph (UK),190,0.8210526315789474,,0.6894736842105263,Reliable
David Grove,False,Film Threat,52,0.6538461538461539,,0.5576923076923077,Average
David Gurney,False,Common Sense Media,30,0.9,,0.9666666666666667,Bellwether
David Harris,False,Spectrum Culture,407,0.6781326781326781,,0.6117936117936118,Average
David Hiltbrand,True,Philadelphia Inquirer,215,0.7534883720930232,,0.27906976744186046,Reliable
David Hinckley,True,New York Daily News,46,0.7608695652173914,,0.717391304347826,Reliable
David Hogan,True,,100,0.8586,1.0,0.73,veteran
David Hughes,False,Empire Magazine,100,0.8081,,0.83,veteran
David Hunter,True,Hollywood Reporter,156,0.6987179487179487,,0.5961538461538461,Average
David James,False,We Got This Covered,47,0.851063829787234,,0.6170212765957447,Bellwether
David Jenkins,False,Time Out,100,0.7849,0.8235,0.72,veteran
David Kaplan,True,,100,0.8,0.7931,0.9,veteran
David Katz,False,Sight & Sound,77,0.8108,,0.8182,established
David Keyes,False,Cinemaphile.org,1090,0.7761467889908257,,0.5954128440366973,Reliable
David Klion,False,The New Republic,13,0.7692,0.8,0.7692,newcomer
David Kronke,False,Los Angeles Daily News,30,0.8,,0.4,Reliable
David Lamble,False,Bay Area Reporter,394,0.8096446700507615,,0.9187817258883249,Reliable
David Lee Dallas,False,Slant Magazine,28,0.8928571428571429,,0.35714285714285715,Bellwether
David Levine,False,Filmcritic.com,118,0.8220338983050848,,0.2627118644067797,Reliable
David Lewis,True,San Francisco Chronicle,260,0.7807692307692308,,0.6846153846153846,Reliable
David Luty,False,Film Journal International,81,0.7160493827160493,,0.3333333333333333,Average
David Mattin,True,BBC.com,20,0.8,,0.85,Reliable
David Medsker,False,Bullz-Eye.com,425,0.7552941176470588,,0.6423529411764706,Reliable
David Michael Brown,False,Empire Magazine Australasia,31,0.7096774193548387,,0.9354838709677419,Average
David N. Butterworth,False,La Movie Boeuf,439,0.7334851936218679,,0.6514806378132119,Average
David Ng,True,Village Voice,27,0.6296296296296297,,0.4444444444444444,Mild Contrarian
David Noh,False,Film Journal International,1281,0.667447306791569,,0.5035128805620609,Average
David Nusair,True,,100,0.596,0.6667,0.65,veteran
David Ocadiz,False,Cinergética,147,0.6938775510204082,,0.7346938775510204,Average
David Opie,True,,57,0.8545,1.0,0.8596,established
David Parkinson,False,Radio Times,442,0.8959276018099548,,0.8076923076923077,Bellwether
David Pirie,True,Time Out,28,0.7857142857142857,,0.75,Reliable
David Poland,True,,100,0.8,0.8293,0.84,veteran
David Reddish,True,,100,0.87,1.0,0.89,veteran
David Robb,False,Slant Magazine,50,0.5745,,0.46,established
David Rooney,True,Variety,134,0.746268656716418,,0.664179104477612,Average
David Sexton,False,London Evening Standard,100,0.78,0.7391,0.72,veteran
David Sims,True,,100,0.87,0.8378,0.83,veteran
David Sterritt,False,Christian Science Monitor,1143,0.7007874015748031,,0.5826771653543307,Average
David Stratton,False,At the Movies (Australia),517,0.7427466150870407,,0.7408123791102514,Average
David Sztypuljak,False,HeyUGuys,23,0.5652173913043478,,0.8260869565217391,Mild Contrarian
David Tejero Nogales,False,El antepenúltimo mohicano,22,0.8095,,1.0,newcomer
David Thomas,False,Filmcritic.com,57,0.8245614035087719,,0.5614035087719298,Reliable
David Thomson,True,The New Republic,114,0.6491228070175439,,0.5526315789473685,Mild Contrarian
David Tusing,False,The National (UAE),10,0.8,,0.6,newcomer
David Walsh,True,,100,0.5217,0.2857,0.47,veteran
David Wiegand,True,San Francisco Chronicle,129,0.7131782945736435,,0.7286821705426356,Average
David Wood,True,BBC.com,21,0.8571428571428571,,0.9523809523809523,Bellwether
David Zurawik,False,Baltimore Sun,22,0.8181818181818182,,0.7727272727272727,Reliable
David-Elijah Nahmod,False,Bay Area Reporter,70,0.9508,,0.9714,established
Debashine Thangevelo,False,Independent Online (South Africa),43,0.6905,,0.5581,established
Debbie Baldwin,False,Ladue News,243,0.6666666666666666,,0.757201646090535,Average
Debbie Holloway,False,Narrative Muse,49,0.9183673469387755,,0.9795918367346939,Bellwether
Debbie Lynn Elias,False,Behind The Lens,1050,0.5857142857142857,,0.9057142857142857,Mild Contrarian
Debi Enker,False,The Age (Australia),7,1.0,,1.0,newcomer
Deborah Hornblow,False,Hartford Courant,47,0.723404255319149,,0.6382978723404256,Average
Deborah Krieger,False,Bust Magazine,24,0.875,,0.75,Bellwether
Deborah Ross,True,,100,0.73,0.6538,0.68,veteran
Deborah Young,True,Hollywood Reporter,192,0.828125,,0.828125,Reliable
Dee O'Donoghue,False,Film Ireland Magazine,31,0.7741935483870968,,0.6129032258064516,Reliable
Deepa Gahlot,False,Scroll.in,29,0.7917,,0.4828,newcomer
Deirdre Crimmins,False,Film Thrills,131,0.7480916030534351,,0.7938931297709924,Average
Deirdre Molumby,False,entertainment.ie,155,0.8,,0.6838709677419355,Reliable
Del Winters,False,MovieJawn,8,0.7143,,0.75,newcomer
Delia Harrington,False,Den of Geek,25,0.64,,0.6,Mild Contrarian
Demetrios Matheou,False,The Arts Desk,60,0.8333333333333334,,0.85,Reliable
Denise Zubizarreta,True,,17,0.8,,0.8235,newcomer
Dennis Harvey,True,,100,0.7849,0.6,0.8,veteran
Dennis King,False,Tulsa World,100,0.95,,0.86,veteran
Dennis Lim,True,Village Voice,184,0.6739130434782609,,0.3641304347826087,Average
Dennis Perkins,False,AV Club,24,0.8421,,0.8333,newcomer
Dennis Schwartz,True,,100,0.7742,1.0,0.58,veteran
Derek Adams,True,Time Out,520,0.7596153846153846,,0.5961538461538461,Reliable
Derek Chen,False,,17,0.7333,,0.4118,newcomer
Derek Deskins,False,Edge Media Network,35,0.6285714285714286,,0.6571428571428571,Mild Contrarian
Derek Elley,True,Variety,238,0.6974789915966386,,0.6218487394957983,Average
Derek Malcolm,True,London Evening Standard,1041,0.7723342939481268,,0.6061479346781941,Reliable
Derek Smith,False,Cinematic Reflections,62,0.7096774193548387,,0.7741935483870968,Average
Derek Tse,False,Jam! Movies,50,0.82,,0.58,Reliable
Derrick Murray,True,,100,0.8586,0.8333,0.75,veteran
Des Partridge,False,Courier Mail (Australia),74,0.6351351351351351,,0.8378378378378378,Mild Contrarian
Desmond Ryan,True,Philadelphia Inquirer,180,0.8666666666666667,,0.5944444444444444,Bellwether
Dessi Gomez,False,Deadline Hollywood Daily,6,0.8333,1.0,1.0,newcomer
Desson Thomson,True,Washington Post,1876,0.7505330490405118,,0.5357142857142857,Reliable
Devan Coggan,True,Entertainment Weekly,71,0.8732394366197183,,0.6619718309859155,Bellwether
Devan Suber,False,IGN Movies,14,0.9231,,0.8571,newcomer
Devesh Sharma,False,Filmfare,100,0.6571,0.8667,0.86,veteran
Devin Faraci,False,CHUD,433,0.745958429561201,,0.651270207852194,Average
Dex Wesley Parra,False,Austin Chronicle,16,0.6875,,0.8125,newcomer
Dezhda Gaubert,False,E! Online,110,0.7090909090909091,,0.5363636363636364,Average
Dhruv Goyal,False,In Review Online,35,0.75,,0.5714,established
Di Golding,False,Dear Cast and Crew,131,0.7862595419847328,,0.6641221374045801,Reliable
Diana Clarke,True,Village Voice,32,0.8125,,0.78125,Reliable
Diana Saenger,False,ReelTalk Movie Reviews,115,0.6347826086956522,,0.7739130434782608,Mild Contrarian
Diana Sánchez Uranga,False,Cine Premiere,27,0.7407407407407407,,0.8518518518518519,Average
Diane Carson,False,KDHX (St. Louis),216,0.8240740740740741,,0.875,Reliable
Diane Pershing,False,Malibu Times,135,0.8592592592592593,,0.8740740740740741,Bellwether
Diane Selkirk,False,Apollo Guide,50,0.74,,0.56,Average
Dick Lochte,False,Los Angeles Free Press,71,0.7746478873239436,,0.7464788732394366,Reliable
Diedre Johnson,True,,6,0.5,,1.0,newcomer
Diego Batlle,False,Otroscines.com,100,0.9014,0.9091,0.83,veteran
Diego Galán,False,El Pais (Spain),154,0.6363636363636364,,0.4675324675324675,Mild Contrarian
Diego Lerer,False,Otroscines.com,24,0.75,,0.7916666666666666,Average
Diego Semerene,False,Slant Magazine,100,0.6667,,0.64,veteran
Dillon Gonzales,False,InSession Film,28,0.8519,,1.0,newcomer
Dilys Powell,False,Sunday Times (UK),20,0.7,,0.65,Average
Dina Kaur,False,Arizona Republic,19,0.8421,,0.8947,newcomer
Dirk Libbey,False,CinemaBlend,69,0.8116,,0.6957,established
Diva Velez,False,TheDivaReview.com,373,0.7372654155495979,,0.7506702412868632,Average
DJ BenHaMeen,False,For All Nerds Podcast,12,0.6667,0.6364,0.8333,newcomer
Dolores Barclay,True,Associated Press,26,0.6538461538461539,,0.6538461538461539,Average
Dolores Quintana,True,,100,0.8021,1.0,0.94,veteran
Dom Fisher,False,Geek Vibes Nation,40,0.8718,0.8571,0.925,established
Dom Sinacola,False,Paste Magazine,79,0.7468354430379747,,0.620253164556962,Average
Dominic Baez,False,Seattle Times,19,0.6842,0.75,0.7895,newcomer
Dominic Corry,False,Flicks.co.nz,146,0.726027397260274,,0.7397260273972602,Average
Dominic Griffin,False,Spectrum Culture,216,0.7268518518518519,,0.6990740740740741,Average
Dominic Mill,False,We Got This Covered,50,0.78,,0.56,Reliable
Dominic Patten,True,,15,0.8,,0.6667,newcomer
Dominick Suzanne-Mayer,False,Consequence of Sound,252,0.8968253968253969,,0.6547619047619048,Bellwether
Don Aucoin,False,Boston Globe,12,0.9091,,0.75,newcomer
Don Druker,True,Chicago Reader,154,0.8441558441558441,,0.8246753246753247,Reliable
Don Groves,False,sbs.com.au,166,0.6987951807228916,,0.536144578313253,Average
Don Kaye,False,Den of Geek,100,0.75,0.6667,0.59,veteran
Don R. Lewis,True,,100,0.8021,,0.85,veteran
Don Shanahan,False,25YL (25 Years Later),54,0.6481481481481481,,0.7962962962962963,Mild Contrarian
Don Willmott,False,Filmcritic.com,179,0.7988826815642458,,0.5865921787709497,Reliable
Donald Clarke,False,Irish Times,1012,0.8379446640316206,,0.6818181818181818,Reliable
Donald J. Levit,False,ReelTalk Movie Reviews,761,0.6964520367936925,,0.6425755584756899,Average
Donald Liebenson,False,Chicago Tribune,15,1.0,,0.8,newcomer
Donald McLean,False,Bay Area Reporter,23,0.9130434782608695,,0.9130434782608695,Bellwether
Donald Munro,False,Fresno Bee,459,0.7450980392156863,,0.5664488017429193,Average
Donald Strohman,False,The Young Folks,30,0.8666666666666667,,0.4666666666666667,Bellwether
Donovan Farley,False,Willamette Week,21,0.7142857142857143,,0.5238095238095238,Average
Dorian Parks,False,Geeks of Color,23,0.7391304347826086,,1.0,Average
Doris Toumarkine,False,Hollywood.com,25,0.68,,0.4,Average
Dorothy Woodend,False,The Tyee (British Columbia),370,0.7189189189189189,,0.5864864864864865,Average
Doug Cummings,False,Filmjourney,33,1.0,,1.0,Bellwether
Doug Jamieson,False,The Jam Report,211,0.8625592417061612,,0.7440758293838863,Bellwether
Doug Walker,True,,100,0.7,0.75,0.57,veteran
Douglas Davidson,False,Elements of Madness,202,0.7722772277227723,,0.9554455445544554,Reliable
Douglas Pratt,False,DVDLaser,192,0.7083333333333334,,0.7239583333333334,Average
Dov Kornits,True,,47,0.766,,0.8723,established
Dragan Antulov,False,Index.hr,46,0.6086956521739131,,0.34782608695652173,Mild Contrarian
Drew Dietsch,False,Giant Freakin Robot,33,0.5151515151515151,,0.8484848484848485,Contrarian
Drew Gillis,False,PopMatters,7,0.8571,,1.0,newcomer
Drew Hunt,True,Chicago Reader,89,0.6404494382022472,,0.34831460674157305,Mild Contrarian
Drew McAnulty,False,Jam! Movies,29,0.7586206896551724,,0.6206896551724138,Reliable
Drew McWeeny,False,HitFix,653,0.7733537519142419,,0.7886676875957122,Reliable
Drew Taylor,False,The Playlist,174,0.7298850574712644,,0.5977011494252874,Average
Drew Tinnin,False,Dread Central,28,0.9285714285714286,,0.9285714285714286,Bellwether
Drew Toal,True,Time Out,49,0.7346938775510204,,0.30612244897959184,Average
Duane Byrge,True,Hollywood Reporter,262,0.7175572519083969,,0.8053435114503816,Average
Duane Dudek,False,Milwaukee Journal Sentinel,1539,0.7751786874593892,,0.6673164392462638,Reliable
Dulcie Pearce,False,The Sun (UK),100,0.7755,0.7568,0.77,veteran
Dustin Chang,False,ScreenAnarchy,44,0.8409090909090909,,0.9545454545454546,Reliable
Dustin Chase,False,Texas Art & Film,116,0.5689655172413793,,0.3879310344827586,Mild Contrarian
Dustin Putman,False,TheBluFile.com,44,0.6136363636363636,,0.7045454545454546,Mild Contrarian
Dustin Rowles,True,,100,0.7449,0.8333,0.58,veteran
Dwayne E. Leslie,False,Boxoffice Magazine,63,0.6507936507936508,,0.5714285714285714,Average
Dwight Brown,False,National Newspaper Publishers Association,340,0.7676470588235295,,0.7735294117647059,Reliable
Dwight MacDonald,False,Esquire Magazine,129,0.4496124031007752,,0.37209302325581395,Contrarian
Dónal Lynch,False,Independent (UK),27,0.84,,0.8148,newcomer
E! Staff,False,E! Online,711,0.7552742616033755,,0.6272855133614628,Reliable
Ed Bark,True,Uncle Barky,37,0.8108108108108109,,0.8108108108108109,Reliable
Ed Colley,False,Future Movies UK,33,0.696969696969697,,0.7878787878787878,Average
Ed Cumming,False,Daily Telegraph (UK),29,0.875,,0.7931,newcomer
Ed Frankl,False,The Film Stage,28,0.8928571428571429,,0.8571428571428571,Bellwether
Ed Gibbs,False,The National (UAE),27,0.5185185185185185,,0.6666666666666666,Contrarian
Ed Gonzalez,False,Slant Magazine,1585,0.6908517350157729,,0.41261829652996845,Average
Ed Halter,True,Village Voice,44,0.6363636363636364,,0.3409090909090909,Mild Contrarian
Ed Kelleher,False,Film Journal International,107,0.7289719626168224,,0.7009345794392523,Average
Ed Koch,True,The Atlantic,56,0.6607142857142857,,0.5714285714285714,Average
Ed Park,True,Village Voice,130,0.6692307692307692,,0.4461538461538462,Average
Ed Potton,True,Times (UK),293,0.757679180887372,,0.6996587030716723,Reliable
Ed Power,False,Irish Independent,20,0.8,,0.55,Reliable
Ed Scheid,False,Boxoffice Magazine,78,0.7692307692307693,,0.8333333333333334,Reliable
Ed Travis,False,Cinapse,213,0.7370892018779343,,0.8309859154929577,Average
Ed Whitfield,False,The Ooh Tray,725,0.7351724137931035,,0.5006896551724138,Average
Ed Williamson,False,TheShiznit.co.uk,27,0.8888888888888888,,0.8518518518518519,Bellwether
Eddie Cockrell,True,Variety,82,0.8292682926829268,,0.7195121951219512,Reliable
Eddie Harrison,True,,100,0.6082,0.8571,0.93,veteran
Eddie Strait,False,The Daily Dot,70,0.7571428571428571,,0.6714285714285714,Reliable
Edgar Ortega,True,,27,0.84,0.8182,0.8148,newcomer
Edgardo Reséndiz,False,Reforma,157,0.6687898089171974,,0.7898089171974523,Average
Edmund Lee,False,South China Morning Post,107,0.822429906542056,,0.7757009345794392,Reliable
Eduardo Molina,False,Reforma,159,0.7672955974842768,,0.7358490566037735,Reliable
Edward Douglas,False,ShockTillYouDrop.com,32,0.65625,,0.46875,Average
Edward Frost,False,CineVue,25,0.8,,0.56,Reliable
Edward Frumkin,False,The Film Stage,13,0.7273,,0.7692,newcomer
Edward Guthmann,True,San Francisco Chronicle,365,0.7753424657534247,,0.6602739726027397,Reliable
Edward Havens,False,FilmJerk.com,297,0.7643097643097643,,0.6734006734006734,Reliable
Edward Johnson-Ott,False,NUVO Newsweekly,663,0.770739064856712,,0.6998491704374057,Reliable
Edward Lawrenson,False,The Big Issue,123,0.8699186991869918,,0.8780487804878049,Bellwether
Edward Porter,True,Times (UK),61,0.7377049180327869,,0.47540983606557374,Average
Edwin Arnaudin,True,,100,0.73,0.8421,0.72,veteran
Eileen G'Sell,False,"Metro Times (Detroit, MI)",72,0.8429,,0.8611,established
Eileen Jones,False,The eXile,102,0.4411764705882353,,0.35294117647058826,Contrarian
Eilidh Akilade,False,The Skinny,5,0.8,,1.0,newcomer
EJ Moreno,False,Flickering Myth,73,0.7123287671232876,,0.684931506849315,Average
Eleanor Halls,False,Daily Telegraph (UK),5,1.0,,0.6,newcomer
Eleanor O'Sullivan,True,,100,0.7,,0.67,veteran
Eleanor Ringel Cater,False,Saporta Report (Atlanta),356,0.6966292134831461,,0.6460674157303371,Average
Elena de la Torre,False,Cine-Mundial,52,0.8846153846153846,,0.9615384615384616,Bellwether
Elena Lazic,True,,100,0.631,,0.73,veteran
Elena Nicolaou,False,Refinery29,21,0.8571428571428571,,0.8095238095238095,Bellwether
Eli Friedberg,False,Slant Magazine,40,0.7,0.8,0.65,established
Eli Glasner,False,CBC News,75,0.7866666666666666,,0.6133333333333333,Reliable
Elias Savada,False,Nitrate Online,281,0.8185053380782918,,0.5871886120996441,Reliable
Elijah Fischer,False,MovieJawn,10,0.8333,,0.6,newcomer
Elijah Gonzalez,True,,23,0.7727,,0.7391,newcomer
Elinor Jones,False,"The Stranger (Seattle, WA)",40,0.8,,0.65,Reliable
Elisa Guimarães,False,Collider,21,0.8095,,0.8095,newcomer
Elisabeth Vincentelli,False,New York Times,72,0.7746,,0.6528,established
Elise Nakhnikian,False,Slant Magazine,100,0.74,,0.51,Average
Elissa Suh,True,,100,0.7347,0.5714,0.72,veteran
Elizabeth Kerr,False,The Hollywood Reporter,100,0.7778,,0.79,veteran
Elizabeth Weitzman,True,,100,0.8673,,0.76,veteran
Ella Kemp,False,Culture Whisper,90,0.7888888888888889,,0.7222222222222222,Reliable
Ella Taylor,True,Village Voice,108,0.7037037037037037,,0.5185185185185185,Average
Elle Hunt,False,Guardian,5,1.0,,1.0,newcomer
Ellen E Jones,False,Empire Magazine,100,0.7419,0.6667,0.65,veteran
Ellen Fox,True,Chicago Tribune,25,0.64,,0.28,Mild Contrarian
Ellen Kim,False,Seattle Post-Intelligencer,31,0.6774193548387096,,0.3548387096774194,Average
Ellen MacKay,False,Common Sense Media,25,0.88,,0.72,Bellwether
Ellen Murray,False,Film Ireland Magazine,32,0.9375,,0.59375,Bellwether
Elliot Panek,False,Common Sense Media,22,0.7727272727272727,,0.9545454545454546,Reliable
Elliott Cuff,False,Loud and Clear Reviews,10,0.875,,0.8,newcomer
Elliott Noble,False,Sky Cinema,568,0.6919014084507042,,0.647887323943662,Average
Elspeth Haughton,False,Apollo Guide,78,0.8205128205128205,,0.4230769230769231,Reliable
Elvis Mitchell,False,Movieline,21,0.7142857142857143,,0.38095238095238093,Average
Ema Sasic,False,Next Best Picture,100,0.8163,0.8,0.8,veteran
Emanuel Levy,False,EmanuelLevy.Com,7977,0.8651121975680081,,0.5858092014541808,Bellwether
Emedo Ashibeze,False,Screen Rant,11,1.0,,0.4545,newcomer
Emiliano Basile,False,EscribiendoCine,100,0.7326,,0.82,veteran
Emilie Black,True,,100,0.6557,,0.8,veteran
Emilio Luna,False,El antepenúltimo mohicano,16,0.9375,,1.0,newcomer
Emily Ashby,False,Common Sense Media,23,0.8260869565217391,,0.9130434782608695,Reliable
Emily Asher-Perrin,False,Tor.com,129,0.7209302325581395,,0.6434108527131783,Average
Emily Bernard,False,Collider,21,0.8571,,1.0,newcomer
Emily Blunt,False,Blunt Review,532,0.7086466165413534,,0.7105263157894737,Average
Emily Breen,False,HeyUGuys,51,0.5882352941176471,,0.803921568627451,Mild Contrarian
Emily Garbutt,False,Total Film,5,0.8,1.0,0.8,newcomer
Emily Rems,False,Bust Magazine,20,0.7,,0.75,Average
Emily S. Mendel,False,culturevulture.net,86,0.7674418604651163,,0.8255813953488372,Reliable
Emily Sears,False,Birth.Movies.Death.,32,0.71875,,0.90625,Average
Emily VanDerWerff,False,Vox,164,0.8353658536585366,,0.7134146341463414,Reliable
Emily von Seele,False,Daily Dead,35,0.8529,,0.9429,established
Emily Wheeler,False,Film Inquiry,59,0.7288135593220338,,0.6101694915254238,Average
Emily Yoshida,True,New York Magazine/Vulture,221,0.7330316742081447,,0.5565610859728507,Average
Emine Yildirim,False,Today's Zaman (Turkey),91,0.8351648351648352,,0.8241758241758241,Reliable
Emma Badame,False,That Shelf,51,0.8936,0.875,0.902,established
Emma Cochrane,False,Empire Magazine,36,0.7777777777777778,,0.6944444444444444,Reliable
Emma Dibdin,False,Digital Spy,137,0.7664233576642335,,0.8102189781021898,Reliable
Emma Fraser,True,,8,0.75,,1.0,newcomer
Emma Kiely,True,,84,0.7195,1.0,0.5714,established
Emma Simmonds,False,Radio Times,89,0.8764044943820225,,0.8314606741573034,Bellwether
Emma Stefansky,True,,100,0.7374,0.6667,0.84,veteran
Emma Wolfe,False,SpookyAstronauts,48,0.7708333333333334,,0.6041666666666666,Reliable
Emmanuel Báez,False,Cinéfiloz,192,0.84375,,0.8645833333333334,Reliable
Emmanuel Noisette,False,The Movie Blog,98,0.8061224489795918,,0.7959183673469388,Reliable
Enrique Abenia,False,Cinemanía (Spain),46,0.5778,,0.8043,established
Enrique Buchichio,False,Uruguay Total,495,0.7616161616161616,,0.7111111111111111,Reliable
Eric Campos,False,Film Threat,97,0.6494845360824743,,0.8041237113402062,Mild Contrarian
Eric D. Snider,True,Film.com,184,0.7228260869565217,,0.5434782608695652,Average
Eric Deggans,True,,42,0.8462,,0.9048,established
Eric Eisenberg,False,CinemaBlend,301,0.8504983388704319,,0.6976744186046512,Bellwether
Eric Francisco,False,Total Film,35,0.7714,,0.6,established
Eric Goldman,False,IGN Movies,64,0.765625,,0.71875,Reliable
Eric Harrison,True,Houston Chronicle,518,0.7297297297297297,,0.6563706563706564,Average
Eric Henderson,False,Slant Magazine,354,0.7598870056497176,,0.5112994350282486,Reliable
Eric Hynes,True,Time Out,115,0.7652173913043478,,0.4956521739130435,Reliable
Eric Kohn,False,New York Press,88,0.7272727272727273,,0.6363636363636364,Average
Eric Langberg,True,,100,0.8333,1.0,0.95,veteran
Eric Lurio,False,Entertainment Insiders,166,0.6746987951807228,,0.5963855421686747,Average
Eric Marchen,True,,100,0.7604,0.7708,0.66,veteran
Eric Melin,False,Lawrence.com,191,0.7905759162303665,,0.7172774869109948,Reliable
Eric Meyerson,False,Filmcritic.com,30,0.9,,0.6666666666666666,Bellwether
Eric Monder,False,Film Journal International,272,0.7022058823529411,,0.5551470588235294,Average
Eric Webb,False,Austin American-Statesman,20,0.75,,0.65,Average
Erica Abeel,False,Film Journal International,165,0.7212121212121212,,0.703030303030303,Average
Erich Scholz,False,Citysearch,49,0.6938775510204082,,0.5306122448979592,Average
Erick Estrada,False,Cinegarage,331,0.8126888217522659,,0.7824773413897281,Reliable
Erick Gallardo,False,Cine 140,27,0.8148148148148148,,0.6296296296296297,Reliable
Erick Ortiz,False,Butaca Ancha,33,0.8484848484848485,,0.7272727272727273,Reliable
Erick Weber,False,NECN,138,0.6811594202898551,,0.6739130434782609,Average
Erik Adams,True,,30,0.8621,,0.8,established
Erik Anderson,False,AwardsWatch,78,0.8846153846153846,,0.9358974358974359,Bellwether
Erik Childress,False,eFilmCritic.com,1215,0.7127572016460906,,0.51440329218107,Average
Erik Davis,False,Cinematical,48,0.75,,0.8333333333333334,Average
Erik Henriksen,False,"The Stranger (Seattle, WA)",57,0.7894736842105263,,0.7192982456140351,Reliable
Erik Kain,True,,49,0.6531,0.6667,0.6735,established
Erik Lundegaard,True,Seattle Times,87,0.7126436781609196,,0.3793103448275862,Average
Erik Piepenburg,False,New York Times,22,0.5909,,0.4545,newcomer
Erik Reeds,False,Spectrum Culture,52,0.8571,,0.7885,established
Erika W. Smith,False,Bust Magazine,61,0.7377049180327869,,0.8688524590163934,Average
Erin Blackwell,False,Bay Area Reporter,24,0.4583333333333333,,0.5416666666666666,Contrarian
Erin Free,False,FILMINK (Australia),266,0.6691729323308271,,0.9097744360902256,Average
Erin Maxwell,False,L.A. Weekly,49,0.7347,1.0,0.6939,established
Erin Strecker,False,Entertainment Weekly,9,0.8889,,0.7778,newcomer
Ernest Hardy,True,Film.com,82,0.7195121951219512,,0.524390243902439,Average
Ernesto Diezmartinez,False,Cine Vértigo,337,0.7863501483679525,,0.771513353115727,Reliable
Ernesto Zelaya Miñaro,False,Publímetro,23,0.782608695652174,,0.9130434782608695,Reliable
Esther Rosenfield,False,Little White Lies,8,0.75,,0.75,newcomer
Esther Zuckerman,False,Thrillist,52,0.9038461538461539,,0.7115384615384616,Bellwether
Ethan Alter,False,Premiere Magazine,63,0.7301587301587301,,0.5238095238095238,Average
Ethan Dayton,False,That Shelf,11,0.8,,0.6364,newcomer
Ethan Gilsdorf,True,Boston Globe,42,0.8333333333333334,,0.3333333333333333,Reliable
Ethan J. Rosenberg,False,In Review Online,28,0.5,0.2857,0.3929,newcomer
Ethan Padgett,False,Film Threat,60,0.8276,,1.0,established
Ethan Sacks,True,New York Daily News,32,0.8125,,0.8125,Reliable
Ethan Vestby,False,The Film Stage,43,0.5813953488372093,,0.6046511627906976,Mild Contrarian
Eugene Novikov,False,Film Blather,1456,0.6847527472527473,,0.5995879120879121,Average
Eulàlia Iglesias,False,Fotogramas,88,0.9,,0.8523,established
Evan Dossey,False,Midwest Film Journal,181,0.6298342541436464,,0.6519337016574586,Mild Contrarian
Evan Griffin,False,The Young Folks,22,0.8636,,0.7273,newcomer
Evan Henerson,False,Los Angeles Daily News,72,0.5555555555555556,,0.5138888888888888,Mild Contrarian
Evan Saathoff,False,Birth.Movies.Death.,84,0.7619047619047619,,0.7380952380952381,Reliable
Evan Valentine,False,Collider,13,0.7692,,0.6923,newcomer
Evan Williams,False,The Australian,118,0.8050847457627118,,0.7796610169491526,Reliable
Eve Tushnet,False,Patheos,110,0.7181818181818181,,0.7454545454545455,Average
Ezequiel Boetti,False,Otroscines.com,59,0.6271186440677966,,0.7796610169491526,Mild Contrarian
F.X. Feeney,False,L.A. Weekly,30,0.6,,0.8666666666666667,Mild Contrarian
Farah Cheded,True,,100,0.9375,,0.92,veteran
Farran Smith Nehme,True,New York Post,311,0.7845659163987139,,0.6237942122186495,Reliable
