critic_name,top_critic,publisher_name,total_reviews,agreement_rate,fresh_rate,tier
David Zurawik,False,Baltimore Sun,22,0.8181818181818182,0.7727272727272727,Reliable
James Hanton,False,Outtake Mag,44,0.8181818181818182,0.6818181818181818,Reliable
Nathalie Atkinson,True,Globe and Mail,44,0.8181818181818182,0.7727272727272727,Reliable
CJ Johnson,False,Film Mafia,594,0.8181818181818182,0.8451178451178452,Reliable
Jordi Batlle Caminal,False,Fotogramas,22,0.8181818181818182,0.7272727272727273,Reliable
Becky Kukla,False,The Digital Fix,22,0.8181818181818182,0.7727272727272727,Reliable
Mark Sells,False,CineScene.com,22,0.8181818181818182,0.8181818181818182,Reliable
Oktay Ege Kozak,False,The Playlist,33,0.8181818181818182,0.5151515151515151,Reliable
Hugh Armitage,False,Digital Spy,33,0.8181818181818182,0.8787878787878788,Reliable
Dominic Griffin,False,The Armchair Auteur,22,0.8181818181818182,0.6818181818181818,Reliable
Nate Yapp,False,CinemaBlend,22,0.8181818181818182,0.7727272727272727,Reliable
Josh Slater-Williams,False,SciFiNow,22,0.8181818181818182,0.6818181818181818,Reliable
Lewis Beale,False,"News & Observer (Raleigh, NC)",44,0.8181818181818182,0.8181818181818182,Reliable
Christopher Orr,True,The New Republic,132,0.8181818181818182,0.5454545454545454,Reliable
Jonathan Holland,True,Variety,33,0.8181818181818182,0.696969696969697,Reliable
Robert Dominguez,True,New York Daily News,33,0.8181818181818182,0.48484848484848486,Reliable
Baradwaj Rangan,False,Film Companion,22,0.8181818181818182,0.7727272727272727,Reliable
Gregory Kirschling,True,Entertainment Weekly,110,0.8181818181818182,0.23636363636363636,Reliable
Tim Appelo,False,Seattle Weekly,44,0.8181818181818182,0.5681818181818182,Reliable
Steve Crum,False,Kansas City Kansan,670,0.817910447761194,0.7925373134328358,Reliable
Sean P. Means,True,Film.com,170,0.8176470588235294,0.48823529411764705,Reliable
Kristian M. Lin,False,Fort Worth Weekly,488,0.8176229508196722,0.7622950819672131,Reliable
Mark Robison,False,Reno Gazette-Journal,159,0.8176100628930818,0.8616352201257862,Reliable
Dennis Harvey,False,48 Hills,137,0.8175182481751825,0.7883211678832117,Reliable
Nathan Rabin,False,The Dissolve,137,0.8175182481751825,0.40875912408759124,Reliable
Adam Nayman,False,The Ringer,126,0.8174603174603174,0.753968253968254,Reliable
Steve Pond,True,TheWrap,115,0.8173913043478261,0.8782608695652174,Reliable
David Stratton,False,The Australian,542,0.8173431734317343,0.8044280442804428,Reliable
Jo Berry,False,Movies4Kids,104,0.8173076923076923,0.7884615384615384,Reliable
Chris Stuckmann,False,ChrisStuckmann.com,416,0.8173076923076923,0.6274038461538461,Reliable
Rob Vaux,False,Flipside Movie Emporium,1450,0.8172413793103448,0.6427586206896552,Reliable
Ruth Maramis,False,FlixChatter Film Blog,82,0.8170731707317073,0.9146341463414634,Reliable
Matt Glasby,False,Total Film,235,0.8170212765957446,0.7829787234042553,Reliable
Susan Granger,False,SSG Syndicate,2223,0.8169140800719749,0.5713000449842555,Reliable
tt stern-enzi,False,Dayton CityPaper,71,0.8169014084507042,0.7887323943661971,Reliable
Derek Malcolm,True,Guardian,71,0.8169014084507042,0.8169014084507042,Reliable
Orlando Maldonado,False,Movie Network,71,0.8169014084507042,0.9295774647887324,Reliable
Peter Canavese,False,Groucho Reviews,2336,0.8167808219178082,0.6361301369863014,Reliable
Chris McCoy,False,Memphis Flyer,371,0.816711590296496,0.6981132075471698,Reliable
Mordaunt Hall,True,New York Times,60,0.8166666666666667,0.7833333333333333,Reliable
Gina Carbone,False,Seacoast Newspapers (NH/Maine),240,0.8166666666666667,0.6583333333333333,Reliable
Blake Howard,False,2UE That Movie Show,409,0.8166259168704156,0.8190709046454768,Reliable
Dennis King,False,Tulsa World,158,0.8164556962025317,0.6012658227848101,Reliable
John Anderson,True,Variety,305,0.8163934426229508,0.5967213114754099,Reliable
Blake Crane,False,Film Pulse,49,0.8163265306122449,0.46938775510204084,Reliable
Norman Gidney,False,HorrorBuzz,49,0.8163265306122449,0.7959183673469388,Reliable
Lucía Ros Serra,False,Espinof,49,0.8163265306122449,0.7755102040816326,Reliable
Wesley Lovell,False,Cinema Sight,1034,0.816247582205029,0.7601547388781431,Reliable
Peter Travers,True,Rolling Stone,3481,0.8161447859810399,0.6664751508187302,Reliable
Kristian Harloff,False,Schmoes Know,435,0.8160919540229885,0.6689655172413793,Reliable
Richard Haridy,False,Quickflix,87,0.8160919540229885,0.5632183908045977,Reliable
Tara Brady,False,Irish Times,744,0.8158602150537635,0.771505376344086,Reliable
Russ Fischer,False,The Playlist,38,0.8157894736842105,0.6052631578947368,Reliable
Jason Anderson,False,eye WEEKLY,342,0.8157894736842105,0.7280701754385965,Reliable
Carlos Aguilar,True,TheWrap,38,0.8157894736842105,0.6052631578947368,Reliable
Spyder Darling,False,NY Rock,38,0.8157894736842105,0.7631578947368421,Reliable
Simon Miraudo,False,Quickflix,836,0.8157894736842105,0.7464114832535885,Reliable
Jim Judy,False,Screen It!,2258,0.8157661647475642,0.5447298494242693,Reliable
Bob Bloom,False,"Journal and Courier (Lafayette, IN)",1606,0.8156911581569116,0.7004981320049813,Reliable
Ryan Cracknell,False,Movie Views,786,0.8155216284987278,0.6501272264631043,Reliable
Jordan Raup,False,The Film Stage,195,0.8153846153846154,0.7589743589743589,Reliable
Al Hoff,False,Pittsburgh City Paper,195,0.8153846153846154,0.6974358974358974,Reliable
Damian Levy,False,Jamaica Gleaner,184,0.8152173913043478,0.657608695652174,Reliable
Adam Smith,False,Empire Magazine,92,0.8152173913043478,0.8260869565217391,Reliable
Valerie Kuklenski,False,Los Angeles Daily News,27,0.8148148148148148,0.5555555555555556,Reliable
Sean O'Connell,True,Washington Post,54,0.8148148148148148,0.5185185185185185,Reliable
Nicolás Ruiz,False,Código espagueti,162,0.8148148148148148,0.6419753086419753,Reliable
Eric Hynes,True,Village Voice,54,0.8148148148148148,0.5925925925925926,Reliable
James O'Ehley,False,Movie Gurus,54,0.8148148148148148,0.6296296296296297,Reliable
Matt Glasby,False,Film4,27,0.8148148148148148,0.6666666666666666,Reliable
Will Harris,False,Bullz-Eye.com,27,0.8148148148148148,0.8148148148148148,Reliable
Steve Rose,True,Guardian,108,0.8148148148148148,0.7314814814814815,Reliable
Erick Gallardo,False,Cine 140,27,0.8148148148148148,0.6296296296296297,Reliable
Britt Hayes,False,Birth.Movies.Death.,27,0.8148148148148148,0.8888888888888888,Reliable
Lauren Humphries-Brooks,False,Suddenly A Shot Rang Out,27,0.8148148148148148,0.7407407407407407,Reliable
Kelly Kessler,False,Common Sense Media,27,0.8148148148148148,1.0,Reliable
Benjamin Strong,True,Village Voice,27,0.8148148148148148,0.2962962962962963,Reliable
Ryan Morris,False,Film Inquiry,27,0.8148148148148148,0.7407407407407407,Reliable
Steven Neish,False,HeyUGuys,27,0.8148148148148148,0.8518518518518519,Reliable
Jordan Hoffman,False,Birth.Movies.Death.,27,0.8148148148148148,0.6666666666666666,Reliable
Christopher Orr,True,The Atlantic,324,0.8148148148148148,0.6604938271604939,Reliable
Katie Parker,False,Flicks.co.nz,27,0.8148148148148148,0.8888888888888888,Reliable
Susan Wloszczyna,True,RogerEbert.com,237,0.8143459915611815,0.48523206751054854,Reliable
Dan Lybarger,False,Kansas City Star,70,0.8142857142857143,0.37142857142857144,Reliable
John Petrakis,True,Chicago Tribune,70,0.8142857142857143,0.38571428571428573,Reliable
Sebastian Zavala Kahn,False,Cinencuentro,242,0.8140495867768595,0.8553719008264463,Reliable
Michael E. Grost,False,Classic Film and Television,328,0.8140243902439024,0.8536585365853658,Reliable
Ian Berriman,False,SFX Magazine,43,0.813953488372093,0.8372093023255814,Reliable
Matthew Sorrento,False,Film International,43,0.813953488372093,0.8372093023255814,Reliable
Genevieve Koski,False,The Dissolve,43,0.813953488372093,0.6511627906976745,Reliable
Adam Sweeting,False,The Arts Desk,161,0.8136645962732919,0.782608695652174,Reliable
Yip Wai Yee,False,The Straits Times (Singapore),59,0.8135593220338984,0.4915254237288136,Reliable
Bob Bloom,False,rec.arts.movies.reviews,268,0.8134328358208955,0.4701492537313433,Reliable
Alex Arabian,False,Film Inquiry,75,0.8133333333333334,0.84,Reliable
Wendy Ide,False,Screen International,150,0.8133333333333334,0.74,Reliable
Mario P. Székely,False,Siete24.mx,150,0.8133333333333334,0.6066666666666667,Reliable
Anton Bitel,False,Projected Figures,391,0.8132992327365729,0.9053708439897699,Reliable
Annlee Ellingson,False,L.A. Biz,551,0.8130671506352087,0.7186932849364791,Reliable
Carla Meyer,True,San Francisco Chronicle,230,0.8130434782608695,0.5608695652173913,Reliable
John Urbancich,False,Your Movies (cleveland.com),641,0.8127925117004681,0.7441497659906396,Reliable
Erick Estrada,False,Cinegarage,331,0.8126888217522659,0.7824773413897281,Reliable
Chloe Leeson,False,Screen Queens,64,0.8125,0.734375,Reliable
Luis Martínez,False,El Mundo (Spain),224,0.8125,0.75,Reliable
Brian Henry Martin,False,UTV,112,0.8125,0.6964285714285714,Reliable
Diana Clarke,True,Village Voice,32,0.8125,0.78125,Reliable
Jon Lyus,False,HeyUGuys,160,0.8125,0.8875,Reliable
Tom Duggins,False,CineVue,32,0.8125,0.71875,Reliable
Ethan Sacks,True,New York Daily News,32,0.8125,0.8125,Reliable
Reyhan Harmanci,True,San Francisco Chronicle,32,0.8125,0.4375,Reliable
Jeremy Mathews,False,Paste Magazine,48,0.8125,0.75,Reliable
Jade Budowski,False,Decider,48,0.8125,0.8958333333333334,Reliable
Randall King,False,Winnipeg Free Press,256,0.8125,0.6953125,Reliable
Johanna Schneller,True,Globe and Mail,48,0.8125,0.5,Reliable
Tim Cogshell,False,Alt Film Guide,32,0.8125,0.78125,Reliable
Israel Acosta Aroche,False,Konexión,128,0.8125,0.6640625,Reliable
Matt Patches,False,Thrillist,80,0.8125,0.8,Reliable
Katie Walsh,True,The Playlist,64,0.8125,0.9375,Reliable
Robert Kojder,False,Flickering Myth,933,0.812433011789925,0.609860664523044,Reliable
Jeffrey Overstreet,False,Looking Closer,597,0.8123953098827471,0.8006700167504187,Reliable
Calvin Wilson,True,St. Louis Post-Dispatch,506,0.8122529644268774,0.7964426877470355,Reliable
Ian Freer,False,Empire Magazine,378,0.8121693121693122,0.8015873015873016,Reliable
Godfrey Cheshire,True,RogerEbert.com,149,0.8120805369127517,0.7248322147651006,Reliable
Angela Baldassarre,False,Sympatico.ca,500,0.812,0.542,Reliable
Sean McBride,False,Sean the Movie Guy,505,0.8118811881188119,0.4910891089108911,Reliable
Kim Newman,False,Sight and Sound,85,0.8117647058823529,0.6823529411764706,Reliable
Brian Tallerico,False,Movie Retriever,324,0.8117283950617284,0.5123456790123457,Reliable
Glenn Whipp,True,Los Angeles Times,69,0.8115942028985508,0.4927536231884058,Reliable
Kirsten Acuna,False,Insider,69,0.8115942028985508,0.855072463768116,Reliable
Robert Davis,False,Paste Magazine,138,0.8115942028985508,0.7028985507246377,Reliable
Jonathan W. Hickman,False,Entertainment Insiders,207,0.8115942028985508,0.7101449275362319,Reliable
Aaron Yap,False,Flicks.co.nz,138,0.8115942028985508,0.7536231884057971,Reliable
Lynden Barber,False,Limelight,69,0.8115942028985508,0.855072463768116,Reliable
Rodrigo Perez,False,The Playlist,281,0.8113879003558719,0.597864768683274,Reliable
Shay Casey,False,Daily-Reviews,53,0.8113207547169812,0.6792452830188679,Reliable
Erik Davis,False,Movies.com,53,0.8113207547169812,1.0,Reliable
Hugo Hernández Valdivia,False,Cinexcepción,196,0.8112244897959183,0.6938775510204082,Reliable
Matt Hudson,False,What I Watched Tonight,270,0.8111111111111111,0.7111111111111111,Reliable
Aja Romano,False,Vox,37,0.8108108108108109,0.6486486486486487,Reliable
Craig D. Lindsey,False,INDY Week,74,0.8108108108108109,0.6486486486486487,Reliable
Ed Bark,True,Uncle Barky,37,0.8108108108108109,0.8108108108108109,Reliable
Renie Scolaro Mora,False,PopMatters,37,0.8108108108108109,0.43243243243243246,Reliable
Martin Roberts,False,Fan The Fire,248,0.8104838709677419,0.8266129032258065,Reliable
Leslie Felperin,True,Guardian,153,0.8104575163398693,0.6797385620915033,Reliable
Adam Patterson,False,Film Pulse,153,0.8104575163398693,0.6928104575163399,Reliable
Christopher Smith,False,Bangor Daily News (Maine),1234,0.8103727714748784,0.5883306320907618,Reliable
Joel Mayward,False,Cinemayward,174,0.8103448275862069,0.7931034482758621,Reliable
Anne Thompson,False,Thompson on Hollywood,58,0.8103448275862069,0.8103448275862069,Reliable
Paul McGuire Grimes,False,"KSTP-TV (St. Paul, MN)",58,0.8103448275862069,0.8275862068965517,Reliable
A.A. Dowd,True,AV Club,664,0.8102409638554217,0.6054216867469879,Reliable
Fionnuala Halligan,False,Screen International,274,0.8102189781021898,0.718978102189781,Reliable
Charles Mudede,False,"The Stranger (Seattle, WA)",137,0.8102189781021898,0.8467153284671532,Reliable
Peter Brunette,True,Film.com,79,0.810126582278481,0.6708860759493671,Reliable
Abby Olcese,False,Sojourners,100,0.81,0.73,Reliable
Dan Fienberg,False,Zap2it.com,221,0.8099547511312217,0.4343891402714932,Reliable
Matt Prigge,False,Metro,1020,0.8098039215686275,0.6421568627450981,Reliable
James Croot,False,Stuff.co.nz,331,0.8096676737160121,0.8006042296072508,Reliable
David Lamble,False,Bay Area Reporter,394,0.8096446700507615,0.9187817258883249,Reliable
Jesse Paddock,False,culturevulture.net,21,0.8095238095238095,0.6190476190476191,Reliable
Michael C. Walsh,False,Boston Phoenix,21,0.8095238095238095,0.47619047619047616,Reliable
Jeffrey Overstreet,False,Image,21,0.8095238095238095,0.9523809523809523,Reliable
Jeffrey Chen,False,Window to the Movies,924,0.8095238095238095,0.6807359307359307,Reliable
Christopher Hudson,False,The Spectator,21,0.8095238095238095,0.7142857142857143,Reliable
Nick Curtis,True,London Evening Standard,21,0.8095238095238095,0.6666666666666666,Reliable
Saxon Bullock,False,Film4,42,0.8095238095238095,0.47619047619047616,Reliable
Lisa Jensen,False,Good Times Santa Cruz,168,0.8095238095238095,0.7559523809523809,Reliable
Joel Meares,False,Filmcritic.com,21,0.8095238095238095,0.5238095238095238,Reliable
Ira Franco,False,Chilango.com,42,0.8095238095238095,0.7142857142857143,Reliable
Age Staff,True,The Age (Australia),21,0.8095238095238095,0.8571428571428571,Reliable
Richard T. Jameson,True,Mr. Showbiz,21,0.8095238095238095,0.42857142857142855,Reliable
Graham Greene,False,The Spectator,21,0.8095238095238095,0.7619047619047619,Reliable
Cathleen Roundtree,False,Boxoffice Magazine,21,0.8095238095238095,0.8571428571428571,Reliable
Jacqueline Coley,False,Black Girl Nerds,21,0.8095238095238095,0.7619047619047619,Reliable
Perri Nemiroff,False,Collider,84,0.8095238095238095,0.7857142857142857,Reliable
Tim Basham,False,Paste Magazine,42,0.8095238095238095,0.8571428571428571,Reliable
Karl Puschmann,False,New Zealand Herald,21,0.8095238095238095,0.8095238095238095,Reliable
Stephen Kelly,False,Total Film,42,0.8095238095238095,0.5476190476190477,Reliable
Monica Castillo,False,Paste Magazine,21,0.8095238095238095,0.6666666666666666,Reliable
Brian Duff,False,FILMINK (Australia),21,0.8095238095238095,0.9047619047619048,Reliable
Kelly Borgeson,False,Premiere Magazine,21,0.8095238095238095,0.8095238095238095,Reliable
John Anderson,False,America Magazine,89,0.8089887640449438,0.8539325842696629,Reliable
Alci Rengifo,False,Entertainment Voice,225,0.8088888888888889,0.7066666666666667,Reliable
Jamal-Dean Grootboom,False,Independent Online (South Africa),68,0.8088235294117647,0.6617647058823529,Reliable
Jonathan Romney,False,Observer (UK),136,0.8088235294117647,0.5441176470588235,Reliable
Scott G. Mignola,False,Common Sense Media,68,0.8088235294117647,0.9117647058823529,Reliable
Meredith Borders,False,Birth.Movies.Death.,136,0.8088235294117647,0.7867647058823529,Reliable
Dan Fienberg,False,HitFix,68,0.8088235294117647,0.7058823529411765,Reliable
Phil W. Bayles,False,One Room With A View,68,0.8088235294117647,0.7058823529411765,Reliable
Brent Hankins,False,The Lamplight Review,94,0.8085106382978723,0.7340425531914894,Reliable
tt stern-enzi,True,"WXIX-TV (Cincinnati, OH)",47,0.8085106382978723,0.7446808510638298,Reliable
Amanda Mazzillo,False,Film Inquiry,47,0.8085106382978723,0.7659574468085106,Reliable
Karen Karbo,False,Oregonian,47,0.8085106382978723,0.5531914893617021,Reliable
Jennifer Tate,False,ViewLondon,73,0.8082191780821918,0.6575342465753424,Reliable
Gavia Baker-Whitelaw,False,The Daily Dot,73,0.8082191780821918,0.6986301369863014,Reliable
Jamie Dunn,False,The Skinny,146,0.8082191780821918,0.8424657534246576,Reliable
Roxana Hadadi,False,Chesapeake Family Magazine,245,0.8081632653061225,0.5959183673469388,Reliable
Jay Weissberg,True,Variety,172,0.8081395348837209,0.5813953488372093,Reliable
Rachel Wagner,False,Rachel's Reviews (YouTube),323,0.8080495356037152,0.8637770897832817,Reliable
P.S. Harrison,False,Harrison's Reports,26,0.8076923076923077,0.7307692307692307,Reliable
Sarah Watt,False,Stuff.co.nz,52,0.8076923076923077,0.8846153846153846,Reliable
Emiliano Basile,False,EscribiendoCine,78,0.8076923076923077,0.8076923076923077,Reliable
Jordan Hoffman,False,Mashable,26,0.8076923076923077,0.6538461538461539,Reliable
Dana Barbuto,False,The Patriot Ledger,260,0.8076923076923077,0.6653846153846154,Reliable
Scott Davis,False,HeyUGuys,26,0.8076923076923077,0.8846153846153846,Reliable
Alberto Bermejo,False,El Mundo (Spain),52,0.8076923076923077,0.6538461538461539,Reliable
Mario Alegre,False,Próxima Tanda,78,0.8076923076923077,0.782051282051282,Reliable
Carolyn Mauricette,False,Cinema Axis,26,0.8076923076923077,0.8076923076923077,Reliable
Tom Gliatto,False,People Magazine,78,0.8076923076923077,0.8461538461538461,Reliable
Jon Strickland,False,L.A. Weekly,26,0.8076923076923077,0.34615384615384615,Reliable
Rod Dreher,False,South Florida Sun-Sentinel,26,0.8076923076923077,0.2692307692307692,Reliable
Jason Korsner,True,BBC.com,26,0.8076923076923077,0.5384615384615384,Reliable
Anthony Miele,False,Film Threat,26,0.8076923076923077,0.46153846153846156,Reliable
Ella Taylor,True,NPR,322,0.8074534161490683,0.7422360248447205,Reliable
Rob Vaux,False,Mania.com,555,0.8072072072072072,0.5855855855855856,Reliable
Ruben Peralta Rigaud,False,Cocalecas,254,0.8070866141732284,0.8188976377952756,Reliable
Paul Byrnes,True,Sydney Morning Herald,622,0.8070739549839229,0.7684887459807074,Reliable
Brian Juergens,False,AfterElton.com,57,0.8070175438596491,0.8070175438596491,Reliable
Andrew Parker,False,The Gate,342,0.8070175438596491,0.7251461988304093,Reliable
Craig Mathieson,False,sbs.com.au,57,0.8070175438596491,0.6140350877192983,Reliable
Rory L. Aronsky,False,Film Threat,88,0.8068181818181818,0.6931818181818182,Reliable
Amie Simon,False,Three Imaginary Girls,212,0.8066037735849056,0.7547169811320755,Reliable
Ryan Cracknell,False,Calgary Movies,31,0.8064516129032258,0.6451612903225806,Reliable
Udita Jhunjhunwala,False,Scroll.in,62,0.8064516129032258,0.6612903225806451,Reliable
Asher Luberto,False,Willamette Week,31,0.8064516129032258,0.7741935483870968,Reliable
Ben Sin,False,South China Morning Post,31,0.8064516129032258,0.5483870967741935,Reliable
Linda Barnard,True,Toronto Star,651,0.8064516129032258,0.5284178187403994,Reliable
Jared Mobarak,False,Jaredmobarak.com,284,0.8063380281690141,0.8626760563380281,Reliable
David Rooney,True,Hollywood Reporter,480,0.80625,0.7,Reliable
Jason Zingale,False,Bullz-Eye.com,588,0.8061224489795918,0.6819727891156463,Reliable
Emmanuel Noisette,False,The Movie Blog,98,0.8061224489795918,0.7959183673469388,Reliable
Philippa Hawker,True,The Age (Australia),273,0.8058608058608059,0.706959706959707,Reliable
Beth Accomando,False,KPBS.org,767,0.8057366362451108,0.7522816166883963,Reliable
Kim Voynar,False,Movie City News,36,0.8055555555555556,0.8888888888888888,Reliable
Cory Cheney,False,Urban Tulsa Weekly,144,0.8055555555555556,0.5,Reliable
Lael Loewenstein,False,Boxoffice Magazine,36,0.8055555555555556,0.7777777777777778,Reliable
Monica Castillo,False,International Business Times,36,0.8055555555555556,0.5277777777777778,Reliable
Terri Clark,False,Apollo Guide,36,0.8055555555555556,0.5,Reliable
Russ Simmons,False,KKFI-FM (Kansas City),36,0.8055555555555556,0.6666666666666666,Reliable
Kim Voynar,False,Cinematical,108,0.8055555555555556,0.7592592592592593,Reliable
Bill Stamets,True,Chicago Sun-Times,149,0.8053691275167785,0.738255033557047,Reliable
Bruce Diones,True,New Yorker,113,0.8053097345132744,0.7433628318584071,Reliable
Matthew Leyland,True,BBC.com,77,0.8051948051948052,0.6363636363636364,Reliable
Michael Sragow,True,New Yorker,77,0.8051948051948052,0.7142857142857143,Reliable
Andrew Lapin,True,NPR,195,0.8051282051282052,0.6205128205128205,Reliable
Evan Williams,False,The Australian,118,0.8050847457627118,0.7796610169491526,Reliable
Chris Vognar,True,Dallas Morning News,918,0.8050108932461874,0.8137254901960784,Reliable
Luke Parker,False,Dr. Filmlove's Film Reviews and Ratings,41,0.8048780487804879,0.7804878048780488,Reliable
Danielle White,False,Austin Chronicle,41,0.8048780487804879,0.5853658536585366,Reliable
Joshua Starnes,False,VitalThrills.com,41,0.8048780487804879,0.6585365853658537,Reliable
Anthony Del Valle,False,Las Vegas Mercury,82,0.8048780487804879,0.43902439024390244,Reliable
Raam Tarat,False,Future Movies UK,41,0.8048780487804879,0.8780487804878049,Reliable
Betsy Bozdech,False,Common Sense Media,41,0.8048780487804879,1.0,Reliable
Ned Lannamann,False,"The Stranger (Seattle, WA)",82,0.8048780487804879,0.573170731707317,Reliable
Kaitlyn Booth,False,Bleeding Cool,164,0.8048780487804879,0.5853658536585366,Reliable
Todd Gilchrist,False,Syfy Wire,41,0.8048780487804879,0.5609756097560976,Reliable
Andy Klein,False,Christian Science Monitor,41,0.8048780487804879,0.5121951219512195,Reliable
Steve Newall,False,Flicks.co.nz,210,0.8047619047619048,0.7619047619047619,Reliable
Katherine Monk,False,Canada.com,302,0.804635761589404,0.7880794701986755,Reliable
Carla Meyer,False,Sacramento Bee,593,0.8043844856661045,0.5733558178752108,Reliable
María Fernanda Mugica,False,La Nación (Argentina),46,0.8043478260869565,0.6304347826086957,Reliable
Sheila Benson,True,Los Angeles Times,92,0.8043478260869565,0.5869565217391305,Reliable
Joanna Langfield,False,The Movie Minute,552,0.8043478260869565,0.7409420289855072,Reliable
Christine Champ,True,Film.com,46,0.8043478260869565,0.5869565217391305,Reliable
Charlotte O'Sullivan,True,London Evening Standard,833,0.8043217286914766,0.6974789915966386,Reliable
Oggs Cruz,False,Rappler,189,0.8042328042328042,0.5608465608465608,Reliable
Wesley Morris,True,San Francisco Chronicle,51,0.803921568627451,0.39215686274509803,Reliable
K. Austin Collins,False,The Ringer,102,0.803921568627451,0.6176470588235294,Reliable
Jason Anderson,False,The Grid,51,0.803921568627451,0.8627450980392157,Reliable
Nick Deigman,False,Fan The Fire,51,0.803921568627451,0.8431372549019608,Reliable
Stephen O'Nion,False,One Room With A View,51,0.803921568627451,0.35294117647058826,Reliable
Matt Stevens,False,E! Online,204,0.803921568627451,0.4852941176470588,Reliable
Ali Gray,False,TheShiznit.co.uk,408,0.803921568627451,0.7475490196078431,Reliable
Jamie East,False,The Sun (UK),459,0.803921568627451,0.7952069716775599,Reliable
Matt Fowler,False,IGN Movies,51,0.803921568627451,0.6078431372549019,Reliable
Bernard Boo,False,Way Too Indie,275,0.8036363636363636,0.6763636363636364,Reliable
Richard T. Jameson,False,Parallax View,56,0.8035714285714286,0.6964285714285714,Reliable
Mark Caro,True,Chicago Tribune,336,0.8035714285714286,0.4255952380952381,Reliable
Christie Cronan,False,Raising Whasians,56,0.8035714285714286,0.9464285714285714,Reliable
Anthony O'Connor,False,FILMINK (Australia),173,0.8034682080924855,0.6994219653179191,Reliable
Carla Hay,False,Culture Mix,234,0.8034188034188035,0.5170940170940171,Reliable
Bob Grimm,False,Reno News and Review,412,0.8033980582524272,0.5970873786407767,Reliable
Matthew Lucas,False,"The Dispatch (Lexington, NC)",707,0.8033946251768034,0.7284299858557284,Reliable
Kristy Puchko,False,Riot Material,61,0.8032786885245902,0.8360655737704918,Reliable
Kathleen Carroll,True,New York Daily News,61,0.8032786885245902,0.819672131147541,Reliable
Philip Martin,False,Arkansas Democrat-Gazette,4534,0.8032642258491398,0.6179973533303926,Reliable
Sherilyn Connelly,False,SF Weekly,391,0.80306905370844,0.80306905370844,Reliable
Simon Reynolds,False,Digital Spy,391,0.80306905370844,0.6265984654731458,Reliable
Cate Marquis,False,We Are Movie Geeks,203,0.8029556650246306,0.8423645320197044,Reliable
Wally Hammond,True,Time Out,203,0.8029556650246306,0.6847290640394089,Reliable
Matthew Lucas,False,From the Front Row,751,0.8029294274300932,0.7922769640479361,Reliable
Cynthia Fuchs,False,Nitrate Online,137,0.8029197080291971,0.4233576642335766,Reliable
Chris Nashawaty,True,Entertainment Weekly,710,0.8028169014084507,0.7,Reliable
Ian Sandwell,False,Digital Spy,71,0.8028169014084507,0.8873239436619719,Reliable
John Anderson,True,Washington Post,71,0.8028169014084507,0.49295774647887325,Reliable
Jason Gorber,False,ScreenAnarchy,218,0.8027522935779816,0.8027522935779816,Reliable
Kevin Lally,False,Film Journal International,365,0.8027397260273973,0.8054794520547945,Reliable
Blake Davis,False,KFOR Channel 4 News,147,0.8027210884353742,0.8435374149659864,Reliable
Alison Rowat,False,The Herald (Scotland),375,0.8026666666666666,0.7466666666666667,Reliable
Alonso Duralde,False,What the Flick?!,76,0.8026315789473685,0.6842105263157895,Reliable
Tomas Trussow,False,The Lonely Film Critic,238,0.8025210084033614,0.773109243697479,Reliable
Joseph Walsh,False,CineVue,243,0.8024691358024691,0.6995884773662552,Reliable
Tim Brayton,False,Alternate Ending,729,0.8024691358024691,0.5761316872427984,Reliable
Laura Clifford,False,Reeling Reviews,3953,0.8024285352896534,0.7019984821654439,Reliable
Marrit Ingman,False,Austin Chronicle,248,0.8024193548387096,0.4274193548387097,Reliable
Richard Horgan,False,FilmStew.com,86,0.8023255813953488,0.6976744186046512,Reliable
Anita Schmaltz,False,"Metro Times (Detroit, MI)",86,0.8023255813953488,0.6627906976744186,Reliable
Cliff Doerksen,True,Chicago Reader,86,0.8023255813953488,0.4069767441860465,Reliable
MFB Critics,False,Monthly Film Bulletin,91,0.8021978021978022,0.8131868131868132,Reliable
Eric Melin,False,Scene-Stealers.com,868,0.8018433179723502,0.6912442396313364,Reliable
Zehra Phelan,False,Flavourmag,111,0.8018018018018018,0.6306306306306306,Reliable
Peter Howell,True,Toronto Star,2482,0.8017727639000806,0.653102336825141,Reliable
Leo Goldsmith,False,Not Coming to a Theater Near You,131,0.8015267175572519,0.9465648854961832,Reliable
Steven Prokopy,False,Third Coast Review,675,0.8014814814814815,0.7837037037037037,Reliable
Matthew Turner,False,iNews.co.uk,141,0.8014184397163121,0.8581560283687943,Reliable
Simon Foster,False,sbs.com.au,287,0.8013937282229965,0.6794425087108014,Reliable
Bilge Ebiri,True,Village Voice,196,0.8010204081632653,0.7908163265306123,Reliable
Shannon J. Harvey,False,Sunday Times (Australia),271,0.8007380073800738,0.7380073800738007,Reliable
Christopher Llewellyn Reed,False,Film Festival Today,286,0.8006993006993007,0.6888111888111889,Reliable
Leah Greenblatt,True,Entertainment Weekly,411,0.8004866180048662,0.8345498783454988,Reliable
Kiko Martinez,False,San Antonio Current,426,0.8004694835680751,0.6549295774647887,Reliable
Matthew Toomey,False,ABC Radio Brisbane,867,0.8004613610149942,0.6608996539792388,Reliable
Sarah Boslaugh,False,Playback:stl,471,0.8004246284501062,0.732484076433121,Reliable
